1|임무용 아이템
2967|낫바람
2968|음속 폭격
2969|광란
296a|광란
296b|공격
296c|부패 브레스
296d|꼬리쓸기
296e|공격
296f|코 회초리
2970|맹진
2971|일어서기
2972|공격
2973|압축 회오리
2974|공격
2975|휘두르기
2976|공격
2977|습격
2978|공격
2979|눈 지지기
297a|화염 바퀴
297b|공격
297c|워터가
297d|워터
297e|몸통 치기
297f|선더라
2980|공격
2981|서리 안개
2982|쥐어박기
2983|공격
2984|뿔 박기
2985|공격
2986|그림자 쏘기
2987|그림자송곳니
2988|공격
2989|뒷발질
298a|순수
298b|공격
298c|썩은 붕대
298d|공격
298e|지옥의 심판
298f|공격
2990|위협의 손길
2991|파라이가
2992|공격
2993|더러운 재채기
2994|공격
2995|생매장
2996|보복의 영혼
2997|유령의 행진
2998|공격
2999|불확실한 불꽃
299a|역병의 저주
299b|고대의 불기둥
299c|공격
299d|포효
299e|유체 타격
299f|파이라
29a0|소금물 폭탄
29a1|111톤즈 휘두르기
29a2|11톤즈 후려치기
29a3|착탄
29a4|컬랩스
29a5|오른쪽 촉수
29a6|왼쪽 촉수
29a7|오른쪽 촉수
29a8|죽음의 고리
29a9|죽음의 고리
29aa|죽음의 전진
29ab|죽음의 후진
29ac|죽음의 좌회전
29ad|죽음의 우회전
29ae|먹구름
29af|1만 볼트
29b0|물의 숨결
29b1|쥐어박기
29b2|1만 볼트
29b3|물의 숨결
29b4|쥐어박기
29b5|용의 숨결
29b6|가시 매타작
29b7|압도적 공포
29b8|천지 붕괴
29b9|천지 붕괴
29ba|뇌굉
29bb|발톱 고리
29bd|보이드의 짙은 어둠
29be|마력 폭발
29bf|보이드의 짙은 어둠
29c0|마력 폭발
29c1|비열한 채찍
29c2|양두정치
29c3|빙결 구체
29c4|공격
29c5|꼬챙이
29c6|독성 폭풍
29c7|독성 폭풍
29c8|지진
29c9|지진
29ca|지진
29cb|독 쏘기
29cc|독 쏘기
29cd|대지 파괴
29ce|파이라
29cf|지옥의 돌진
29d0|꼬리 강타
29d1|번개
29d2|방전
29d3|침 흘리기
29d4|명계의 삼위일체
29d5|명계의 문
29d6|포식자의 발톱
29d7|대파동
29d8|소파동
29d9|빨간 응원봉
29da|노란 응원봉
29db|파란 응원봉
29dc|빨간 응원봉
29dd|노란 응원봉
29de|파란 응원봉
29df|소규모 폭발
29e2|에테르 공유
29e3|에인션트 에어로가
29e6|유체 타격
29e7|다크 파이가
29e8|뼈대 꺾기
29e9|평지 내리치기
29ea|바늘 수만 개
29eb|바늘 10만 개
29ec|선인장 돌격
29ed|공격
29ee|공격
29ef|코로나
29f0|공격
29f1|공격
29f2|새된 목소리
29f3|여덟 고통의 노래
29f4|네 고통의 노래
29f5|토네이도
29f6|불꽃 회초리
29f7|파괴 공작
29f8|파괴 공작
29f9|봄봄
29fa|파이어
29fb|자폭
29fc|대폭발
29fd|푸른 불꽃
29fe|공포의 강하
29ff|기가 스크림
2a00|테라 스크림
2a01|지옥의 비가
2a02|마물들의 자장가
2a03|진공 칼날
2a04|속박의 원
2a05|물 폭발
2a07|십자바람
2a08|낫꼬리
2a09|풍뢰파동
2a0a|발푀드르
2a0b|발푀드르
2a0c|슬픔의 방
2a0d|요마 소환
2a0e|공격
2a0f|다라
2a10|제물
2a11|석화의 시선
2a12|파라이가
2a13|루인
2a14|스톤
2a15|블리자드
2a16|저주받은 구체
2a17|게이르뢰드
2a18|공격
2a19|공격
2a1a|공격
2a1b|공격
2a1c|공격
2a1d|공격
2a1e|공격
2a1f|공격
2a20|공격
2a21|공격
2a22|공격
2a23|공격
2a24|공격
2a25|공격
2a26|공격
2a27|공격
2a28|공격
2a29|아라미타마 탄환
2a2c|뇌화일섬
2a2d|천뢰장
2a2e|돌려차기
2a2f|풍뢰파동
2a30|원뢰
2a31|뇌화일섬
2a32|강철 발톱
2a33|회전 돌진
2a34|칼날 날개
2a35|몸부림
2a36|건곤일척
2a37|뿔 박기
2a38|백뢰요란
2a39|백뢰요란
2a3a|날카로운 감각기
2a3b|폭탄 저기압
2a3f|불길한 바람
2a40|마도 미사일
2a42|아라미타마 탄환
2a43|제왕의 진격
2a44|제왕의 진격
2a45|돌려차기
2a46|돌려차기
2a47|맹공포
2a48|착탄
2a49|뇌성
2a4a|착탄
2a4b|뇌굉
2a4c|제왕의 충격
2a4d|신뢰풍렬파
2a4e|풍뢰파동
2a4f|착탄
2a50|뇌굉
2a51|심판의 빛
2a52|심판의 빛
2a53|공격
2a56|공격
2a57|공격
2a58|공격
2a59|독액
2a5a|악몽
2a5b|공격
2a5c|공격
2a5d|추방
2a5e|날카로운 비늘
2a5f|피개 교합
2a60|태고의 포효
2a61|공격
2a62|놓아주기
2a64|대흉안
2a65|안광탄
2a66|핏빛 난도질
2a67|공격
2a68|힘껏 던지기
2a69|힘껏 내려치기
2a6a|막강한 던지기
2a6b|막강한 후려갈기기
2a6c|유행병
2a6d|공격
2a6e|10000톤즈 휘두르기
2a6f|포식자의 본능
2a70|10톤즈 후려치기
2a71|100톤즈 후려치기
2a72|노려보기
2a73|아이 오브 비홀더
2a74|자아
2a75|잘근잘근
2a76|공격
2a77|독기 살포
2a78|잘근잘근
2a79|무한광
2a7a|블리자가
2a7c|바늘 3만 개
2a7d|디스펠 카드
2a7e|명계의 검은 파도
2a7f|차폭
2a80|보이드의 참격
2a81|고뇌의 사념
2a82|회한의 어둠
2a83|원념의 불꽃
2a84|혼돈의 숨결
2a85|어둠의 가시
2a86|성스러운 광선
2a87|성스러운 광선
2a88|마계의 전조등
2a8a|승천
2a8b|말살 프로그램
2a8c|토둔술
2a8d|마도 미사일
2a8e|프티 메테오
2a8f|반월베기
2a90|공격
2a91|찐득한 혀
2a92|독액 분사
2a93|공격
2a94|집단구타
2a95|선더
2a96|원한
2a97|공격
2a98|흡혈
2a99|공격
2a9a|보이드 블리자드
2a9b|얼음 낙하
2a9c|공격
2a9d|대폭발
2a9e|공격
2a9f|파이어
2aa0|선더
2aa1|발굽차기
2aa2|달려들기
2aa3|공격
2aa4|수면의 구름
2aa5|뚜껑 따기
2aa6|공격
2aa7|블리자드
2aa8|블리자드
2aa9|블리자드
2aaa|에어로
2aab|에어로
2aac|에어로
2aad|워터
2aae|워터
2aaf|워터
2ab0|자폭
2ab1|대형 마도 미사일
2ab2|자폭
2ab3|미래의 종언
2ab4|과거의 종언
2ab5|스톤스킨
2ab6|오라 포격
2ab7|폭렬권
2ab8|충격
2ab9|급류
2aba|돌풍
2abb|アシエン：チャダルヌーク・悪霊：分身：本体演技アクション：オメガ2：2層：チャダルヌーク：共通
2abc|만능 휘두르기
2abd|만능 회전타
2abe|만능 내리치기
2ac2|공격
2ac3|공격
2ac4|비릿한 입냄새
2ac5|비릿한 입냄새
2ac7|씨뿌리기
2ac8|썩은내 숨결
2ac9|꼬챙이
2aca|질척한 입냄새
2acb|질척한 입냄새
2acc|봉오리 터뜨리기
2ace|요마 소환
2acf|요마 소환
2ad0|콰앙
2ad1|괴음파
2ad2|보이드 선더가
2ad3|공격
2ad4|공격
2ad5|뇌전의 포효
2ad6|에인션트 에어로라
2ad7|에인션트 에어로가
2ad8|토네이도
2ad9|에인션트 에어로라
2ada|에인션트 에어로라
2adb|에인션트 에어로
2adc|십자 공격
2add|십자 공격
2ade|흡인
2adf|플러드
2ae0|워터가
2ae1|정신 속박
2ae2|공격
2ae3|공격
2ae4|128톤즈 휘두르기
2ae5|16톤즈 후려치기
2ae6|약한 고통
2ae7|강한 고통
2ae8|깃털창
2ae9|급류
2aea|급류
2aeb|악령의 고통
2aec|악령의 고통
2aee|쇄빙
2aef|공격
2af0|예리한 벌침
2af1|공격
2af2|대방전
2af3|번개 송곳니
2af4|벼락 세례
2af5|공격
2af6|굳히기
2af7|해골 질주자
2af8|공격
2af9|기습 파열
2afa|산들바람 외투
2afb|공격
2afc|파라이가
2afd|공격
2afe|등딱지 강화
2aff|공격
2b00|가위손
2b01|거품목욕
2b02|공격
2b03|끈적한 실
2b04|독 숨결
2b05|공격
2b06|끝나지 않은 찌르기
2b07|척추 두드리기
2b08|공격
2b09|강철의 정의
2b0a|왕의 유언
2b0b|공격
2b0c|블래스터
2b0d|메가 블래스터
2b0e|공격
2b0f|발톱
2b10|허둥지둥
2b11|공격
2b12|문드러진 꼬리
2b13|황폐화
2b14|공격
2b15|채찍 난타
2b16|호루라기
2b17|공격
2b18|죽음의 턱
2b19|역한 입냄새
2b1a|공격
2b1b|퀘이사
2b1c|뒷발길질
2b1d|공격
2b1e|턱뼈 씹기
2b1f|독성 분무
2b20|공격
2b21|집게 연격
2b22|큰 소용돌이
2b23|공격
2b24|역병 창궐
2b25|공격
2b26|살육
2b27|보이드의 피
2b28|공격
2b29|빙글빙글 블리자가
2b2a|빙글빙글 블리자가
2b2b|빙글빙글 블리자가
2b2c|빙글빙글 블리자가
2b2d|빙글빙글 블리자가
2b2e|빙글빙글 블리자가
2b2f|찌릿찌릿 선더가
2b30|찌릿찌릿 선더가
2b31|찌릿찌릿 선더가
2b32|이글이글 파이가
2b33|이글이글 파이가
2b36|불러오기: 악마
2b37|공연 참가 종료
2b38|공격
2b39|강철의 정의
2b3a|공격
2b3b|회한의 통곡
2b3d|알테마
2b3f|쥐어박기
2b40|소규모 폭발
2b41|대선풍
2b42|삭풍의 노래
2b43|깃털창
2b44|따뜻한 기류
2b45|돌개바람
2b46|대폭풍
2b47|대형 돌개바람
2b48|바람의 칼날
2b49|뇌우고기압
2b4a|바람의 칼날
2b4b|삭풍의 노래
2b4c|마녀의 수레바퀴
2b4d|깃털비
2b4e|마녀의 수레바퀴
2b4f|마녀의 회오리
2b50|하강 기류
2b52|태풍의 눈
2b53|반동 기류
2b54|삭풍의 비명
2b55|대기 폭발
2b56|소각
2b57|폭렬 난사
2b58|염옥의 불꽃
2b59|용암 분출
2b5a|용암 분출
2b5b|작열의 포효
2b5c|열풍
2b5d|화염 작열
2b5e|지옥의 화염
2b5f|진홍 회오리
2b60|진홍 회오리
2b61|광휘의 불기둥
2b62|바위 쪼개기
2b63|산 쪼개기
2b64|대지의 무게
2b65|대지의 무게
2b66|대지 붕괴
2b67|대격진
2b69|충격
2b6a|대폭발
2b6b|화강암 감옥
2b6c|화강암 감옥
2b6d|감옥 폭발
2b6e|유폭
2b6f|산사태
2b70|산사태
2b71|산사태
2b72|자폭
2b73|독안개
2b74|다쟈
2b76|궁극의 추격 환상
2b78|확산 레이저
2b79|흡착식 에테르 폭뢰
2b7a|흡착 폭뢰 기폭
2b7b|유도 레이저
2b7c|청린 방출
2b7d|광휘의 불기둥
2b7e|산사태
2b7f|산사태
2b81|폭뢰 기폭
2b82|빛 기둥
2b83|빛 기둥
2b84|마과학 레이저
2b85|마과학 레이저
2b86|마과학 레이저
2b87|마도 플레어
2b88|에테르 파동
2b89|폭뢰 기폭
2b8a|융합 폭발
2b8b|알테마
2b8d|공성
2b8e|삭풍의 노래
2b8f|흡착 폭뢰
2b90|대지의 분노
2b93|알테마 사비크
2b94|돌팔매
2b95|회오리바람
2b96|산타령
2b97|텐구의 소행
2b98|원념의 불꽃
2b99|호염
2b9b|큰 손바닥
2b9c|큰 손바닥
2b9d|큰 손바닥
2b9e|큰 손바닥
2b9f|대폭포
2ba0|대폭포
2ba1|신기루
2ba2|신기루
2ba3|경천동지
2ba4|경천동지
2ba5|산해일
2ba6|여의 열풍 찌르기
2ba7|여의 강력 찌르기
2ba8|여의 대선풍
2ba9|여의 대선풍
2baa|화과산
2bab|오행산
2bad|여의 강력 찌르기
2bae|여의 대선풍
2baf|여의 대선풍
2bb0|오행산
2bb1|삼십삼천
2bb2|분신술
2bb3|분신술
2bb4|제천격
2bb5|대형 돌개바람
2bb6|대형 돌개바람
2bb7|루인가
2bb8|치유술
2bb9|프티 메테오
2bba|절함
2bbb|고문살인
2bbc|밤의 옷차림
2bbd|밤의 옷차림
2bbe|황천의 총탄
2bbf|황천의 창끝
2bc1|밤의 연기
2bc2|밤의 연기
2bc3|매연
2bc4|매연
2bc5|유흥
2bc6|춤추는 달 부채
2bc7|달빛 저승꽃
2bc8|압축 검기
2bcc|검기 파동
2bcd|달읽기
2bce|달의 눈물
2bd0|달조각
2bd1|달조각 낙하
2bd2|달조각 폭발
2bd3|잔월
2bd4|달빛 윤회
2bd5|저녁달
2bd6|백월광
2bd7|중천의 달
2bd8|월하미인
2bda|상현달 베기
2bdb|하현달 베기
2bdc|월하요란
2bdd|월하요란
2bde|하얀 원념
2bdf|검은 원념
2be0|월하요란
2be1|월하요란
2be2|절함
2be3|고문살인
2be4|밤의 옷차림
2be5|밤의 옷차림
2be6|황천의 총탄
2be7|황천의 창끝
2be8|밤의 연기
2be9|밤의 연기
2bea|매연
2beb|매연
2bec|유흥
2bed|춤추는 달 부채
2bee|달빛 저승꽃
2bef|압축 검기
2bf0|검기 파동
2bf1|달읽기
2bf2|달의 눈물
2bf3|달조각
2bf4|달조각 낙하
2bf5|잔월
2bf6|달빛 윤회
2bf7|중천의 달
2bf8|월하미인
2bf9|상현달 베기
2bfa|하현달 베기
2bfb|월하요란
2bfc|월하요란
2bff|지맥의 축문
2c00|수맥의 축문
2c01|풍맥의 축문
2c02|수맥의 저주
2c03|풍맥의 저주
2c04|덩굴 지옥
2c05|난풍맥
2c06|물길
2c07|난풍맥
2c08|폭산
2c18|격진
2c19|염옥의 사슬
2c22|산사태
2c23|회오리
2c24|돌풍전선
2c25|물덩어리
2c26|할퀴기
2c27|할퀴기
2c28|할퀴기
2c29|석화 숨결
2c2a|자기장 붕괴
2c2b|자기장 생성
2c2c|태양 폭풍
2c2d|바람 감옥
2c2e|바람 감옥
2c2f|바람의 저주
2c30|난기류
2c31|하얀 숨결
2c32|경이
2c33|필살
2c34|필살
2c35|먼지 폭풍
2c36|먼지 폭풍
2c37|소환
2c38|에인션트 에어로
2c39|폭산
2c3a|자기장 생성
2c3b|자기장 생성
2c3c|할퀴기
2c3d|워터쟈
2c3e|물 탄환
2c3f|암운의 비
2c40|암운의 빗물
2c41|푸른 포격
2c42|어둠의 포격
2c43|암운의 물병
2c44|어둠의 포격
2c45|푸른 포격
2c46|암운의 빗물
2c48|대해일
2c49|대해일
2c4a|대해일
2c4b|대해일
2c4c|대해일
2c4d|대해일
2c4e|대해일
2c4f|대해일
2c50|대해일
2c51|대해일
2c52|대해일
2c53|환출
2c54|격류
2c55|폭산
2c56|암운의 웅덩이
2c57|계산 칩
2c58|타르타로스 칩
2c59|제노사이드 칩
2c5a|파괴
2c5c|압축
2c5d|압축
2c5f|처리
2c60|처리
2c61|분쇄
2c62|분쇄
2c63|타르타로스
2c64|소각
2c65|관통
2c66|열 방출
2c67|열 방출
2c68|착륙
2c69|냉각
2c6c|뺄셈
2c6d|고속 회전
2c6f|폭발
2c71|파괴
2c72|역한 입냄새
2c73|백월광
2c74|비늘 물결
2c75|전하 소용돌이
2c76|털깃
2ca8|부동삼단
2ca9|부동삼단
2caa|부동삼단
2cab|부동삼단
2cac|부동삼단
2cad|부동삼단
2cae|달빛 저승꽃
2caf|달빛 저승꽃
2cb0|달빛 저승꽃
2cb2|미사일 발사
2cb8|감옥 폭발
2cc6|초코 메테오
2cc8|소각
2cca|3배수 계산
2ccc|4배수 계산
2ccd|5배수 계산
2cce|소수 계산
2cd0|황천의 춤
2cd2|태양 폭풍
2cd7|빙륜
2cd8|빙륜
2cd9|회오리
2cda|트라이퍼니시
2cdb|파이어
2cdc|파이쟈
2cdd|용암 분출
2cde|시간의 불기둥
2cdf|시간의 불기둥
2ce0|시간의 불기둥
2ce1|진홍 회오리
2ce2|진홍 회오리
2ce3|진홍 회오리
2ce4|진홍 회오리
2ce5|이계의 시침
2ce6|시간 폭탄
2ce7|시간 폭탄
2ce8|지옥의 화염
2ce9|처리
2cea|처리
2ceb|영치기영차
2cec|영치기영차
2ced|삼연격
2cee|파도 방출
2cef|파이어
2cf0|플레임
2cf1|방어 행동 개시
2cf2|동력 공급
2cf3|손뼉
2cf4|폭렬 난사
2cf5|유폭
2cf6|소용돌이
2cf7|소용돌이
2cf8|대홍수
2cf9|대홍수
2cfa|회오리바람
2cfb|물길
2cfc|회오리 폭산
2cfd|대지 붕괴
2d00|단류
2d01|단류
2d02|공격
2d03|공격
2d07|여의 열풍 찌르기
2d08|화과산
2d09|광휘의 불기둥
2d0e|강제 종료
2d0f|그림자 살수
2d10|은탄환
2d11|파멸의 종착역
2d12|파멸의 종착역
2d13|마도 갈고리
2d14|뱀 지팡이
2d15|명계의 검은 물
2d16|공격
2d17|공격
2d18|공격
2d1c|파월
2d1d|파월
2d1e|착륙
2d1f|황천의 춤
2d20|공격
2d22|회오리바람
2d23|자석
2d24|가속도 폭탄
2d25|자력
2d26|강자력
2d27|가속도 폭탄
2d28|워터
2d4c|궁극의 폭격 환상
2d4d|궁극의 난격 환상
2d4e|할퀴기
2d4f|할퀴기
2d5c|소각
2d5d|소각
2d5f|진홍 회오리
2dba|요력 폭발
2dbe|요력 구체
2e08|공격
2e32|할퀴기
2e52|공격
2e79|황천의 춤
2eb0|궁극의 달읽기
2eb2|고문살인
2eb3|고문살인
2fb1|공격
186a1|작업
186a2|가공
186a3|능숙한 땜질
186a4|중급 가공
186a5|능숙한 땜질 2
186a6|바람의 인장
186a7|중급 작업
186a8|고급 가공
186a9|비레고의 축복
186aa|경과 관찰
186af|작업
186b0|가공
186b1|능숙한 땜질
186b2|중급 가공
186b3|능숙한 땜질 2
186b4|불의 인장
186b5|중급 작업
186b6|고급 가공
186b7|경과 관찰
186be|작업
186bf|가공
186c0|능숙한 땜질
186c1|강행 작업
186c2|중급 가공
186c3|능숙한 땜질 2
186c4|얼음의 인장
186c5|중급 작업
186c6|고급 가공
186c7|꾸준한 진척
186c8|경과 관찰
186cd|작업
186ce|가공
186cf|능숙한 땜질
186d0|중급 가공
186d1|능숙한 땜질 2
186d2|땅의 인장
186d3|중급 작업
186d4|고급 가공
186d5|경과 관찰
186dc|작업
186dd|가공
186de|능숙한 땜질
186df|모범 작업
186e0|중급 가공
186e1|능숙한 땜질 2
186e2|번개의 인장
186e3|중급 작업
186e4|고급 가공
186e5|모범 작업 2
186e6|경과 관찰
186eb|작업
186ec|가공
186ed|능숙한 땜질
186ee|중급 가공
186ef|능숙한 땜질 2
186f0|중급 작업
186f1|고급 가공
186f2|경과 관찰
186f3|견실한 작업
186fa|작업
186fb|가공
186fc|능숙한 땜질
186fd|중급 가공
186fe|능숙한 땜질 2
186ff|물의 인장
18700|중급 작업
18701|고급 가공
18702|비결
18703|경과 관찰
18709|작업
1870a|가공
1870b|능숙한 땜질
1870c|성급한 손길
1870d|중급 가공
1870e|능숙한 땜질 2
1870f|중급 작업
18710|고급 가공
18711|경과 관찰
18718|비레고의 기교
18719|비레고의 기교
1871a|비레고의 기교
1871b|비레고의 기교
1871c|비레고의 기교
1871d|비레고의 기교
1871e|비레고의 기교
1871f|비레고의 기교
18720|집중 가공
18721|집중 가공
18722|집중 가공
18723|집중 가공
18724|집중 가공
18725|집중 가공
18726|집중 가공
18727|집중 가공
18728|확신
18729|혁신적 손길
1872a|혁신적 손길
1872b|혁신적 손길
1872c|혁신적 손길
1872d|혁신적 손길
1872e|혁신적 손길
1872f|혁신적 손길
18730|혁신적 손길
18731|비레고의 기적
18732|비레고의 기적
18733|비레고의 기적
18734|비레고의 기적
18735|비레고의 기적
18736|비레고의 기적
18737|비레고의 기적
18738|비레고의 기적
18739|니메이아의 물레
1873a|니메이아의 물레
1873b|니메이아의 물레
1873c|니메이아의 물레
1873d|니메이아의 물레
1873e|니메이아의 물레
1873f|니메이아의 물레
18740|니메이아의 물레
18741|장인의 손재주
18742|장인의 손재주
18743|장인의 손재주
18744|장인의 손재주
18745|장인의 손재주
18746|장인의 손재주
18747|장인의 손재주
18748|장인의 손재주
18749|보람찬 작업
1874a|보람찬 작업
1874b|보람찬 작업
1874c|보람찬 작업
1874d|보람찬 작업
1874e|보람찬 작업
